Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1820,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3000,2750,13 Jan 2025
1821,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3000,2800,22 Oct 2024
1822,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3400,3000,20 Sep 2024
1823,Kolar,Gowribidanoor,Potato,Potato,FAQ,1600,2000,1800,19 Apr 2025
1824,Chamrajnagar,Gundlupet,Potato,Potato,Ref grade-1,1000,1500,1000,31 Jan 2025
1825,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1300,2000,1600,12 Feb 2025
1826,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1600,2000,1800,31 Dec 2024
1827,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1700,1800,1750,04 Jun 2025
1828,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1700,2800,2300,04 Dec 2024
1829,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1800,2400,2100,13 Jan 2025
1830,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1800,3000,2500,14 Aug 2024
1831,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2000,3000,2600,30 Aug 2024
1832,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2200,2800,2500,18 Nov 2024
1833,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2300,2700,2500,16 Nov 2024
1834,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2600,3000,2800,06 Sep 2024
1835,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1200,1100,14 Jun 2025
1836,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1200,1100,24 Jan 2025
1837,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,14 Aug 2024
1838,Kalburgi,Kalburgi,Potato,Potato,FAQ,1200,1300,1250,20 Aug 2024
1839,Kalburgi,Kalburgi,Potato,Potato,FAQ,1200,1300,1250,21 Jan 2025
1840,Kalburgi,Kalburgi,Potato,Potato,Local,800,1400,1100,12 Jul 2025
1841,Kalburgi,Kalburgi,Potato,Potato,Ref grade-1,1200,1300,1250,31 Jan 2025
1842,Kolar,Kolar,Potato,Local,FAQ,1000,1400,1200,03 Apr 2025
1843,Kolar,Kolar,Potato,Local,FAQ,1000,1400,1200,20 Apr 2025
1844,Kolar,Kolar,Potato,Local,FAQ,1000,2000,1600,16 Feb 2025
1845,Kolar,Kolar,Potato,Local,FAQ,1200,1500,1300,06 Apr 2025
1846,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,04 Jun 2025
1847,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,12 Jan 2025
1848,Kolar,Kolar,Potato,Local,FAQ,1500,2500,2000,18 Jun 2025
1849,Kolar,Kolar,Potato,Local,FAQ,1500,3000,2600,05 Dec 2024
1850,Kolar,Kolar,Potato,Local,FAQ,1500,3000,2600,10 Nov 2024
1851,Kolar,Kolar,Potato,Local,FAQ,2000,3000,2300,16 Oct 2024
1852,Kolar,Malur,Potato,Potato,FAQ,1200,1300,1250,19 Dec 2024
1853,Kolar,Malur,Potato,Potato,FAQ,1800,2200,2000,10 Jan 2025
1854,Kolar,Malur,Potato,Potato,FAQ,1800,2300,2020,25 Feb 2025
1855,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,2800,2600,02 Jan 2025
1856,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,3000,2900,23 Sep 2024
1857,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2200,2800,2600,03 Sep 2024
1858,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2500,2700,2600,18 Sep 2024
1859,Mysore,Nanjangud,Potato,Potato,FAQ,2564,3333,3030,17 Feb 2025
1860,Mysore,Nanjangud,Potato,Potato,FAQ,3333,4166,3703,25 Feb 2025
1861,Bangalore,Ramanagara,Potato,Potato,FAQ,3200,3800,3500,04 Sep 2024
1862,Bangalore,Ramanagara,Potato,Potato,FAQ,3600,4000,3800,06 Nov 2024
1863,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,07 May 2025
1864,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,12 May 2025
1865,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,05 May 2025
1866,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,23 Jun 2025
1867,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,09 Jan 2025
1868,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,18 Feb 2025
1869,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,28 Feb 2025
1870,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,29 Jan 2025
1871,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,02 Dec 2024
1872,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,06 Dec 2024
1873,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,19 Sep 2024
1874,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,25 Sep 2024
1875,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,19 Aug 2024
1876,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,18 Jul 2025
1877,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,24 Jul 2025
1878,Udupi,Udupi,Potato,Potato,FAQ,2000,3000,2500,16 Dec 2024
1879,Udupi,Udupi,Potato,Potato,FAQ,2100,2200,2200,14 May 2025
1880,Udupi,Udupi,Potato,Potato,FAQ,3400,3600,3500,21 Sep 2024
1881,Udupi,Udupi,Potato,Potato,FAQ,3500,3700,3600,06 Aug 2024
1882,Udupi,Udupi,Potato,Potato,FAQ,3500,3700,3600,09 Aug 2024
1883,Hassan,Arasikere,Potato,Local,FAQ,2000,3000,2000,31 Aug 2024
1884,Chikmagalur,Bagepalli,Potato,Potato,FAQ,2000,3000,2400,20 Nov 2024
1885,Chikmagalur,Bagepalli,Potato,Potato,FAQ,2500,3500,2600,21 Dec 2024
1886,Bangalore,Bangalore,Potato,Local,FAQ,1400,1800,1600,15 Feb 2025
1887,Bangalore,Bangalore,Potato,Local,FAQ,1600,2000,1800,11 Feb 2025
1888,Bangalore,Bangalore,Potato,Local,FAQ,1600,2600,2100,09 Aug 2024
1889,Bangalore,Bangalore,Potato,Local,FAQ,1600,2600,2100,13 Aug 2024
1890,Bangalore,Bangalore,Potato,Local,FAQ,1600,3000,2300,23 Sep 2024
1891,Bangalore,Bangalore,Potato,Local,FAQ,1600,3000,2300,25 Sep 2024
1892,Bangalore,Bangalore,Potato,Local,FAQ,2000,3000,2500,20 Jan 2025
1893,Bangalore,Bangalore,Potato,Local,FAQ,2400,3000,2700,22 Jan 2025
1894,Bangalore,Bangalore,Potato,Local,FAQ,2400,4000,3100,17 Dec 2024
1895,Bangalore,Bangalore,Potato,Local,FAQ,3000,3600,3000,25 Oct 2024
1896,Bangalore,Bangalore,Potato,Potato,FAQ,1600,3000,2500,09 Jan 2025
1897,Bangalore,Bangalore,Potato,Potato,FAQ,1800,2400,2100,24 Jan 2025
1898,Bangalore,Bangalore,Potato,Potato,FAQ,2000,3000,2500,16 Oct 2024
1899,Bangalore,Bangalore,Potato,Potato,FAQ,2000,3000,2500,19 Oct 2024
1900,Bangalore,Bangalore,Potato,Potato,FAQ,2400,3000,2600,20 Aug 2024
1901,Bangalore,Bangalore,Potato,Potato,FAQ,2600,3200,2900,22 Aug 2024
1902,Bangalore,Bangalore,Potato,Potato,FAQ,2600,3200,2900,29 Aug 2024
1903,Kolar,Bangarpet,Potato,Local,FAQ,2000,3000,2500,25 Nov 2024
1904,Kolar,Bangarpet,Potato,Local,FAQ,2500,3500,3000,04 Dec 2024
1905,Kolar,Bangarpet,Potato,Local,Ref grade-1,1500,2500,2000,04 Feb 2025
1906,Belgaum,Belgaum,Potato,Local,FAQ,1000,3500,3000,19 Nov 2024
1907,Belgaum,Belgaum,Potato,Local,FAQ,2000,3000,2500,14 Sep 2024
1908,Belgaum,Belgaum,Potato,Local,FAQ,2000,3000,2500,21 Sep 2024
1909,Belgaum,Belgaum,Potato,Local,FAQ,2500,3200,2800,23 Aug 2024
1910,Belgaum,Belgaum,Potato,Local,FAQ,2500,3500,3000,04 Oct 2024
1911,Belgaum,Belgaum,Potato,Local,FAQ,2500,3600,3000,13 Sep 2024
1912,Belgaum,Belgaum,Potato,Local,Ref grade-1,1500,2300,2000,29 Jan 2025
1913,Hassan,Belur,Potato,Chandermukhi,FAQ,1500,1500,1500,29 Aug 2024
1914,Hassan,Channarayapatna,Potato,Local,FAQ,3000,3000,3000,19 Aug 2024
1915,Kolar,Chickkaballapura,Potato,Jalander,FAQ,1600,1800,1700,11 Nov 2024
1916,Kolar,Chickkaballapura,Potato,Local,FAQ,500,2000,1800,07 Jun 2025
1917,Kolar,Chickkaballapura,Potato,Local,FAQ,500,2000,1800,22 Jun 2025
1918,Kolar,Chickkaballapura,Potato,Local,FAQ,500,2200,1800,17 Jun 2025
1919,Kolar,Chickkaballapura,Potato,Local,FAQ,2400,2600,2550,24 Sep 2024
1920,Kolar,Chickkaballapura,Potato,Local,FAQ,2400,3000,2600,10 Dec 2024
1921,Kolar,Chickkaballapura,Potato,Local,FAQ,2600,3400,3000,19 Nov 2024
1922,Kolar,Chickkaballapura,Potato,Local,Local,500,2000,1800,13 Jul 2025
1923,Kolar,Chickkaballapura,Potato,Local,Ref grade-1,1800,2400,2000,04 Feb 2025
1924,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1961,1961,1961,22 Apr 2025
1925,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1984,2184,2084,17 Feb 2025
1926,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2223,2223,2223,15 May 2025
1927,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2281,2481,2381,01 Jul 2025
1928,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2465,2665,2565,15 Jan 2025
1929,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2565,2565,2565,18 Mar 2025
1930,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2678,2878,2778,12 Nov 2024
1931,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2717,2917,2817,04 Nov 2024
1932,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2757,2957,2857,13 Dec 2024
1933,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2976,2976,2976,18 Sep 2024
1934,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,3031,3031,3031,08 Aug 2024
1935,Chikmagalur,Chikkamagalore,Potato,Other,Ref grade-1,2613,2813,2713,05 Feb 2025
1936,Kolar,Chintamani,Potato,Local,FAQ,2200,3000,2500,14 Nov 2024
1937,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,18 Oct 2024
1938,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,19 Oct 2024
1939,Davangere,Davangere,Potato,Potato,FAQ,1800,2200,2000,07 Aug 2024
1940,Davangere,Davangere,Potato,Potato,FAQ,1800,2200,2000,09 Aug 2024
1941,Davangere,Davangere,Potato,Potato,FAQ,1800,2500,2000,05 Oct 2024
1942,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,05 Jun 2025
1943,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,13 Sep 2024
1944,Davangere,Davangere,Potato,Potato,FAQ,2000,2800,2500,11 Apr 2025
1945,Davangere,Davangere,Potato,Potato,FAQ,2000,2800,2500,25 Mar 2025
1946,Davangere,Davangere,Potato,Potato,FAQ,2400,3000,2700,11 Jun 2025
1947,Davangere,Davangere,Potato,Potato,Local,2000,2500,2200,16 Jul 2025
1948,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3100,2800,07 Nov 2024
1949,Bangalore,Doddaballa Pur,Potato,Local,FAQ,2500,3100,2800,25 Oct 2024
1950,Bangalore,Doddaballa Pur,Potato,Local,FAQ,3000,3500,3300,03 Dec 2024
1951,Bangalore,Doddaballa Pur,Potato,Local,FAQ,3000,3600,3300,06 Dec 2024
1952,Hassan,Hassan,Potato,Potato,FAQ,1000,1000,1000,27 Sep 2024
1953,Hassan,Hassan,Potato,Potato,FAQ,1200,2900,1500,09 Oct 2024
1954,Hassan,Hassan,Potato,Potato,FAQ,2976,2976,2976,04 Oct 2024
1955,Hassan,Hassan,Potato,Potato,Local,700,1700,1100,30 Jul 2025
1956,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1300,2000,1600,04 Jan 2025
1957,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1400,2000,1600,08 Apr 2025
1958,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1600,2000,1700,26 Jun 2025
1959,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1700,1700,1700,29 Mar 2025
1960,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2000,2500,2200,27 Nov 2024
1961,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2000,2500,2300,30 Nov 2024
1962,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2000,2900,2500,16 Oct 2024
1963,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2000,3000,2400,28 Aug 2024
1964,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2400,3100,2800,08 Aug 2024
1965,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2500,2800,2650,10 Sep 2024
1966,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2500,2800,2650,16 Aug 2024
1967,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2500,3000,2750,28 Oct 2024
1968,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2600,2900,2750,08 Oct 2024
1969,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2800,3050,2900,23 Aug 2024
1970,Dharwad,Hubli (Amaragol),Potato,Potato,Local,1650,1950,1800,03 Jul 2025
1971,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1200,1100,02 Jan 2025
1972,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1200,1100,26 Dec 2024
1973,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,08 Aug 2024
1974,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1200,1150,05 Aug 2024
1975,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1300,1200,02 Aug 2024
1976,Kalburgi,Kalburgi,Potato,Potato,FAQ,1100,1300,1200,03 Oct 2024
1977,Kalburgi,Kalburgi,Potato,Potato,FAQ,1200,1400,1300,09 Sep 2024
1978,Kolar,Kolar,Potato,Local,FAQ,1000,1400,1300,04 Apr 2025
1979,Kolar,Kolar,Potato,Local,FAQ,1000,1500,1300,23 Apr 2025
1980,Kolar,Kolar,Potato,Local,FAQ,1000,2500,2000,29 May 2025
1981,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1700,13 Aug 2024
1982,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1700,20 Sep 2024
1983,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1800,19 Jan 2025
1984,Kolar,Kolar,Potato,Local,FAQ,1500,2000,1800,20 May 2025
1985,Kolar,Kolar,Potato,Local,FAQ,1500,5000,3200,13 May 2025
1986,Kolar,Kolar,Potato,Local,FAQ,2000,2300,2100,21 Mar 2025
1987,Kolar,Kolar,Potato,Local,Local,1500,2000,1800,06 Jul 2025
1988,Kolar,Malur,Potato,Potato,FAQ,2000,2500,2160,20 Dec 2024
1989,Kolar,Malur,Potato,Potato,FAQ,3000,3500,3300,29 Oct 2024
1990,Kolar,Malur,Potato,Potato,Ref grade-1,1800,2300,2000,31 Jan 2025
1991,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,1600,1800,1700,30 Jun 2025
1992,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2000,3000,2200,15 Oct 2024
1993,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2200,2500,2200,04 Oct 2024
1994,Mysore,Mysore (Bandipalya),Potato,Potato,FAQ,2200,3000,2800,15 Jan 2025
1995,Mysore,Mysore (Bandipalya),Potato,Potato,Ref grade-1,1500,1600,1500,08 Jul 2025
1996,Mysore,Nanjangud,Potato,Potato,FAQ,3030,3703,3333,21 Dec 2024
1997,Bangalore,Ramanagara,Potato,Potato,FAQ,3600,4000,3800,02 Oct 2024
1998,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2700,17 Mar 2025
1999,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,17 Apr 2025
2000,Shimoga,Shimoga,Potato,Local,FAQ,2500,3000,2800,27 Mar 2025
2001,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,13 Feb 2025
2002,Shimoga,Shimoga,Potato,Local,FAQ,3000,4000,3500,21 Feb 2025
2003,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3700,09 Dec 2024
2004,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,02 Aug 2024
2005,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,04 Sep 2024
2006,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,17 Sep 2024
2007,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,20 Sep 2024
2008,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3750,23 Oct 2024
2009,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,10 Oct 2024
2010,Shimoga,Shimoga,Potato,Local,FAQ,3500,4000,3800,24 Oct 2024
2011,Shimoga,Shimoga,Potato,Local,Local,2500,3000,2700,07 Jul 2025
2012,Shimoga,Shimoga,Potato,Local,Ref grade-1,3000,4000,3500,04 Feb 2025
2013,Shimoga,Shimoga,Potato,Local,Ref grade-1,3000,4000,3500,31 Jan 2025
2014,Tumkur,Tumkur,Potato,Other,FAQ,2400,3200,2800,28 May 2025
2015,Udupi,Udupi,Potato,Potato,FAQ,1500,2000,1700,28 Apr 2025
2016,Udupi,Udupi,Potato,Potato,FAQ,1600,2000,1900,14 Mar 2025
2017,Udupi,Udupi,Potato,Potato,FAQ,2000,2200,2100,15 Apr 2025
2018,Udupi,Udupi,Potato,Potato,FAQ,2100,2200,2200,08 May 2025
2019,Udupi,Udupi,Potato,Potato,FAQ,2100,2200,2200,20 May 2025
2020,Udupi,Udupi,Potato,Potato,FAQ,2200,2300,2300,04 Jun 2025
2021,Udupi,Udupi,Potato,Potato,FAQ,2400,2600,2500,20 Jan 2025
2022,Udupi,Udupi,Potato,Potato,FAQ,2400,2600,2500,24 Jan 2025
2023,Udupi,Udupi,Potato,Potato,FAQ,2500,2600,2600,13 Feb 2025
2024,Udupi,Udupi,Potato,Potato,FAQ,3400,3600,3500,13 Sep 2024
2025,Udupi,Udupi,Potato,Potato,FAQ,3500,3600,3600,18 Oct 2024
2026,Udupi,Udupi,Potato,Potato,FAQ,3500,3700,3600,08 Aug 2024
2027,Udupi,Udupi,Potato,Potato,FAQ,3700,4000,3800,04 Sep 2024
2028,Udupi,Udupi,Potato,Potato,FAQ,3700,4000,3800,09 Sep 2024
2029,Hassan,Arasikere,Potato,Local,FAQ,2000,3000,3000,17 Sep 2024
2030,Hassan,Arasikere,Potato,Local,FAQ,2000,3500,3000,10 Feb 2025
2031,Hassan,Arasikere,Potato,Local,FAQ,2500,3000,3000,07 Dec 2024
2032,Hassan,Arasikere,Potato,Local,FAQ,3000,3000,3000,27 Aug 2024
2033,Hassan,Arasikere,Potato,Local,FAQ,3000,5000,5000,16 Dec 2024
2034,Chikmagalur,Bagepalli,Potato,Potato,Ref grade-1,2000,3000,2500,04 Feb 2025
2035,Bangalore,Bangalore,Potato,Local,FAQ,1200,2800,2000,27 Aug 2024
2036,Bangalore,Bangalore,Potato,Local,FAQ,1200,2800,2000,29 Aug 2024
2037,Bangalore,Bangalore,Potato,Local,FAQ,1400,1600,1500,18 Feb 2025
2038,Bangalore,Bangalore,Potato,Local,FAQ,1600,2200,1900,30 Jan 2025
2039,Bangalore,Bangalore,Potato,Local,FAQ,1600,3200,2400,19 Sep 2024
2040,Bangalore,Bangalore,Potato,Local,FAQ,2400,3000,2700,02 Jan 2025
2041,Bangalore,Bangalore,Potato,Local,FAQ,3600,4000,3800,16 Oct 2024
2042,Bangalore,Bangalore,Potato,Potato,FAQ,1800,2100,2000,15 Feb 2025
2043,Bangalore,Bangalore,Potato,Potato,FAQ,2000,3000,2600,30 Oct 2024
2044,Bangalore,Bangalore,Potato,Potato,FAQ,2400,3000,2600,19 Aug 2024
2045,Bangalore,Bangalore,Potato,Potato,FAQ,2400,3200,2800,18 Jan 2025
2046,Bangalore,Bangalore,Potato,Potato,FAQ,2800,3200,3000,17 Sep 2024
2047,Bangalore,Bangalore,Potato,Potato,FAQ,2800,3200,3000,21 Sep 2024
2048,Bangalore,Bangalore,Potato,Potato,FAQ,3000,3600,3300,02 Jan 2025
2049,Belgaum,Belgaum,Potato,Local,FAQ,1000,3500,3000,04 Nov 2024
2050,Belgaum,Belgaum,Potato,Local,FAQ,1000,3800,3200,08 Nov 2024
2051,Belgaum,Belgaum,Potato,Local,FAQ,1500,2500,2000,11 Feb 2025
2052,Belgaum,Belgaum,Potato,Local,FAQ,1500,2500,2000,16 Jan 2025
2053,Belgaum,Belgaum,Potato,Local,FAQ,1500,2500,2000,30 Dec 2024
2054,Belgaum,Belgaum,Potato,Local,FAQ,2000,3000,2500,24 Sep 2024
2055,Belgaum,Belgaum,Potato,Local,FAQ,2000,3000,2500,27 Sep 2024
2056,Belgaum,Belgaum,Potato,Local,FAQ,2500,3200,2800,15 Oct 2024
2057,Belgaum,Belgaum,Potato,Local,FAQ,2500,3200,2800,28 Aug 2024
2058,Belgaum,Belgaum,Potato,Local,FAQ,2500,3400,3000,27 Aug 2024
2059,Belgaum,Belgaum,Potato,Local,FAQ,2500,3500,3000,26 Oct 2024
2060,Kolar,Chickkaballapura,Potato,Local,FAQ,300,1500,1300,04 Apr 2025
2061,Kolar,Chickkaballapura,Potato,Local,FAQ,300,1500,1300,06 Apr 2025
2062,Kolar,Chickkaballapura,Potato,Local,FAQ,400,1600,1300,18 Apr 2025
2063,Kolar,Chickkaballapura,Potato,Local,FAQ,500,2200,2000,06 Jun 2025
2064,Kolar,Chickkaballapura,Potato,Local,FAQ,600,3600,2600,04 Dec 2024
2065,Kolar,Chickkaballapura,Potato,Local,FAQ,2400,2600,2500,27 Sep 2024
2066,Kolar,Chickkaballapura,Potato,Local,FAQ,2400,3000,2600,22 Jan 2025
2067,Kolar,Chickkaballapura,Potato,Local,FAQ,3400,3600,3500,18 Oct 2024
2068,Kolar,Chickkaballapura,Potato,Local,Local,500,2200,1800,04 Jul 2025
2069,Kolar,Chickkaballapura,Potato,Local,Local,1800,2200,2000,26 Jul 2025
2070,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,1878,2078,1978,20 Feb 2025
2071,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2043,2243,2143,27 Jun 2025
2072,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2465,2665,2565,13 Jan 2025
2073,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2588,2788,2688,02 Jan 2025
2074,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2617,2817,2717,02 Aug 2024
2075,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2656,2856,2756,14 Oct 2024
2076,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,2807,3007,2907,13 Nov 2024
2077,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,3071,3071,3071,23 Oct 2024
2078,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,3202,3402,3302,19 Aug 2024
2079,Chikmagalur,Chikkamagalore,Potato,Other,FAQ,3234,3434,3334,16 Oct 2024
2080,Chikmagalur,Chikkamagalore,Potato,Other,Local,1998,2198,2098,14 Jul 2025
2081,Chikmagalur,Chikkamagalore,Potato,Other,Local,2074,2274,2174,04 Jul 2025
2082,Chikmagalur,Chikkamagalore,Potato,Other,Local,2084,2084,2084,08 Jul 2025
2083,Kolar,Chintamani,Potato,Local,Local,1300,2000,1600,30 Jul 2025
2084,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,01 Oct 2024
2085,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,14 Nov 2024
2086,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,20 Dec 2024
2087,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,22 Oct 2024
2088,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,26 Nov 2024
2089,Davangere,Davangere,Potato,Potato,FAQ,1600,2000,1800,27 Sep 2024
2090,Davangere,Davangere,Potato,Potato,FAQ,1800,2500,2000,14 Feb 2025
2091,Davangere,Davangere,Potato,Potato,FAQ,1800,2500,2000,21 Feb 2025
2092,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,10 Sep 2024
2093,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,13 Feb 2025
2094,Davangere,Davangere,Potato,Potato,FAQ,2000,2500,2200,31 May 2025
2095,Davangere,Davangere,Potato,Potato,FAQ,2000,2800,2500,15 Mar 2025
2096,Davangere,Davangere,Potato,Potato,Local,2000,2800,2500,15 Jul 2025
2097,Davangere,Davangere,Potato,Potato,Ref grade-1,1800,2500,2000,01 Feb 2025
2098,Bangalore,Doddaballa Pur,Potato,Local,FAQ,3000,3500,3250,04 Dec 2024
2099,Bangalore,Doddaballa Pur,Potato,Local,FAQ,3000,3500,3300,19 Dec 2024
2100,Bangalore,Doddaballa Pur,Potato,Local,FAQ,3000,4000,3500,19 Nov 2024
2101,Kolar,Gowribidanoor,Potato,Potato,FAQ,1500,2000,1800,07 Jun 2025
2102,Kolar,Gowribidanoor,Potato,Potato,FAQ,1500,2000,1900,06 Jun 2025
2103,Hassan,Hassan,Potato,Potato,FAQ,1300,3200,1800,05 Oct 2024
2104,Hassan,Hassan,Potato,Potato,Local,1100,1800,1100,25 Jul 2025
2105,Dharwad,Hubli (Amaragol),Potato,Other,FAQ,500,2800,2000,05 Oct 2024
2106,Dharwad,Hubli (Amaragol),Potato,Other,FAQ,2800,2800,2800,07 Aug 2024
2107,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,800,3100,2000,14 Sep 2024
2108,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1300,1900,1600,03 Jan 2025
2109,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,1500,2400,1800,16 Dec 2024
2110,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2200,2800,2400,11 Nov 2024
2111,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2200,2800,2500,04 Oct 2024
2112,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2400,2800,2600,12 Nov 2024
2113,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2500,3100,2800,03 Aug 2024
2114,Dharwad,Hubli (Amaragol),Potato,Potato,FAQ,2700,3000,2850,20 Sep 2024
2115,Dharwad,Hubli (Amaragol),Potato,Potato,Ref grade-1,1000,2000,1500,30 Jan 2025
2116,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1200,1100,06 May 2025
2117,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1300,1150,19 Nov 2024
2118,Kalburgi,Kalburgi,Potato,Potato,FAQ,1000,1400,1200,06 Jan 2025
